Name3026, Surname7040, 6.333333333333333, 1
Name7889, Surname7588, 3.5714285714285716, 5
Name1361, Surname3625, 5.888888888888889, 8
Name4410, Surname4790, 5.555555555555555, 9
Name5945, Surname6075, 6.125, 1
Name8451, Surname2534, 5.666666666666667, 9
Name4990, Surname8060, 7, 6
Name2816, Surname4621, 4.2, 8
Name8065, Surname6516, 5.4, 3
Name1354, Surname4649, 5.833333333333333, 9
Name1997, Surname5333, 4.7, 5
Name3081, Surname7985, 5.285714285714286, 2
Name7, Surname7960, 5.5, 1
Name2232, Surname7006, 7, 1
Name5262, Surname888, 7, 5
Name655, Surname1894, 5.1, 9
Name124, Surname2798, 4.333333333333333, 5
Name8011, Surname8016, 4, 7
Name4754, Surname7566, 5, 9
Name3148, Surname367, 5.777777777777778, 8
Name3838, Surname6978, 4.25, 3
Name7944, Surname4119, 5.6, 1
Name411, Surname5704, 3.5, 9
Name1043, Surname611, 4.888888888888889, 6
Name6885, Surname6937, 5.5, 6
Name4698, Surname5037, 4.777777777777778, 4
Name1837, Surname5838, 4.571428571428571, 2
Name179, Surname7392, 5.111111111111111, 3
Name6367, Surname5328, 5, 1
Name6045, Surname6192, 4.888888888888889, 2
Name2235, Surname3592, 4.666666666666667, 2
Name3914, Surname4524, 5.5, 3
Name2721, Surname6229, 4.625, 8
Name2423, Surname863, 7, 6
Name1520, Surname7084, 4.9, 9
Name7362, Surname4100, 5, 2
Name5294, Surname7030, 6, 7
Name1200, Surname9144, 3.888888888888889, 4
Name1349, Surname6313, 6, 9
Name8201, Surname6988, 5.714285714285714, 1
Name2255, Surname8313, 4.888888888888889, 1
Name3554, Surname3950, 3.9, 6
Name7613, Surname3135, 4.75, 2
Name3035, Surname8095, 5.888888888888889, 3
Name24, Surname4401, 4.777777777777778, 4
Name5472, Surname5274, 5.2, 1
Name1172, Surname3231, 4.428571428571429, 6
Name3941, Surname7589, 4, 5
Name2140, Surname4122, 6.5, 9
Name369, Surname8485, 5.6, 9
Name1761, Surname9737, 4.111111111111111, 9
Name1832, Surname2151, 6, 4
Name4334, Surname7139, 6.2, 3
Name6786, Surname8869, 4.6, 4
Name9712, Surname4698, 5.555555555555555, 4
Name1328, Surname3850, 5, 6
Name9402, Surname1035, 5.6, 5
Name9139, Surname7241, 6, 3
Name4144, Surname7436, 5.333333333333333, 8
Name6704, Surname6836, 3.25, 9
Name8409, Surname4486, 5.1, 6
Name5740, Surname8407, 4.666666666666667, 7
Name5973, Surname1048, 6.5, 4
Name7441, Surname2362, 6.5, 4
Name9716, Surname5636, 4, 1
Name1095, Surname4604, 5.833333333333333, 2
Name4313, Surname6670, 4.75, 6
Name5073, Surname1548, 4.888888888888889, 7
Name1522, Surname2327, 3.6666666666666665, 9
Name3045, Surname8956, 4.333333333333333, 1
Name5489, Surname4495, 4.666666666666667, 2
Name4320, Surname4417, 4.857142857142857, 6
Name6649, Surname4469, 4.2, 1
Name4156, Surname8872, 5, 2
Name9122, Surname3734, 5.5, 7
Name492, Surname5123, 4.875, 1
Name643, Surname2875, 4.714285714285714, 2
Name5067, Surname9283, 5, 7
Name1163, Surname8631, 3.8, 7
Name9421, Surname8038, 7.333333333333333, 8
Name8076, Surname3732, 5.5, 3
Name3033, Surname8914, 7, 2
Name444, Surname9040, 5.5, 2
Name7029, Surname7863, 5.222222222222222, 5
Name1874, Surname407, 3.5, 9
Name8998, Surname1522, 6.6, 3
Name9800, Surname3158, 5.142857142857143, 4
Name9272, Surname1546, 3.5714285714285716, 5
Name7444, Surname7784, 6.25, 9
Name6507, Surname1543, 4, 3
Name6372, Surname5237, 4, 9
Name7451, Surname5055, 6.142857142857143, 6
Name8608, Surname8669, 5.125, 3
Name5033, Surname5610, 4.9, 8
Name9095, Surname2709, 6.5, 6
Name8535, Surname6884, 5.571428571428571, 9
Name3076, Surname345, 4, 7
Name7479, Surname6879, 2.3333333333333335, 5
Name6891, Surname7543, 3, 8
Name9364, Surname4410, 4.1, 7
Name4825, Surname2642, 6.5, 6
Name6292, Surname3588, 5.6, 3
Name2454, Surname3473, 5.444444444444445, 8
Name3432, Surname2802, 5.2, 1
Name6160, Surname6374, 3.3333333333333335, 5
Name4821, Surname1351, 3.3333333333333335, 4
Name5351, Surname390, 6, 2
Name2589, Surname9477, 5.333333333333333, 6
Name5337, Surname3354, 6.428571428571429, 2
Name4490, Surname2158, 3.7142857142857144, 7
Name6129, Surname4646, 4.5, 7
Name8840, Surname7153, 4.75, 5
Name7583, Surname5515, 7.142857142857143, 7
Name1386, Surname2345, 5.333333333333333, 1
Name469, Surname8381, 6, 9
Name7128, Surname78, 5, 2
Name4556, Surname9816, 6.666666666666667, 6
Name6177, Surname1568, 7.5, 8
Name971, Surname4076, 6.666666666666667, 2
Name4646, Surname2105, 5.444444444444445, 7
Name215, Surname7593, 5.25, 3
Name4051, Surname3910, 3.5, 5
Name2901, Surname7483, 5, 7
Name3298, Surname794, 5, 2
Name6629, Surname8741, 5, 8
Name616, Surname8102, 4.625, 3
Name5141, Surname508, 6.5, 4
Name9220, Surname3257, 4.3, 4
Name6888, Surname4257, 4.666666666666667, 8
Name1302, Surname5979, 4.75, 7
Name640, Surname9942, 4.625, 5
Name1374, Surname702, 3.5, 9
Name4214, Surname6621, 5.333333333333333, 8
Name8115, Surname2229, 2.5, 9
Name5679, Surname7518, 5.5, 9
Name1019, Surname5381, 4.5, 2
Name2821, Surname9512, 5.5, 9
Name5263, Surname4969, 2.75, 6
Name5204, Surname1577, 6.1, 5
Name6064, Surname6506, 5.6, 4
Name2342, Surname9295, 3.5555555555555554, 3
Name7883, Surname6470, 6.3, 7
Name5924, Surname1499, 4.75, 9
Name633, Surname8984, 3.5, 5
Name5806, Surname1157, 4.75, 5
Name6088, Surname5747, 5.5, 8
Name5836, Surname900, 5, 3
Name1612, Surname7741, 3.75, 6
Name1756, Surname3744, 7.166666666666667, 6
Name3412, Surname194, 4.8, 8
Name2145, Surname6818, 4, 2
Name4281, Surname331, 6.4, 9
Name2156, Surname1639, 4, 7
Name7059, Surname715, 6.111111111111111, 6
Name7597, Surname5885, 5.333333333333333, 8
Name3677, Surname4706, 5.125, 4
Name5038, Surname4071, 4.666666666666667, 2
Name5687, Surname1308, 4.4, 3
Name272, Surname5574, 3, 3
Name918, Surname3876, 4.25, 3
Name2319, Surname8972, 3.75, 9
Name6205, Surname3482, 4.625, 1
Name2282, Surname364, 6, 6
Name8052, Surname6719, 4.428571428571429, 8
Name7700, Surname9073, 5.5, 7
Name6120, Surname17, 3.75, 6
Name9664, Surname1081, 4.5, 6
Name2916, Surname4593, 5.571428571428571, 8
Name948, Surname9135, 4, 4
Name213, Surname9155, 5.5, 7
Name3307, Surname2581, 3.7777777777777777, 1
Name6857, Surname2802, 3.4285714285714284, 4
Name959, Surname1731, 4.555555555555555, 1
Name1589, Surname8893, 5.666666666666667, 4
Name7814, Surname7664, 5.6, 6
